lot,lat,axis,uf,value
-48127,-22284,Brotas,SP,6012
-48593,-23798,Buri,SP,2714
-50147,-21066,Buritama,SP,7366
-47708,-20191,Buritizal,SP,9197
-49338,-22456,Cabrália Paulista,SP,8307
-47133,-23308,Cabreúva,SP,1056
-45707,-23101,Caçapava,SP,2505
-45009,-22665,Cachoeira Paulista,SP,4170
-46644,-21529,Caconde,SP,8920
-49.61,-21803,Cafelândia,SP,822
-51236,-22012,Caiabu,SP,9564
-46741,-23364,Caieiras,SP,9511
-51998,-21832,Caiuá,SP,8560
-46877,-23356,Cajamar,SP,4635
-48123,-24736,Cajati,SP,408
-48809,-20.88,Cajobi,SP,1083
-47304,-21275,Cajuru,SP,5648
-48477,-23592,Campina do Monte Alegre,SP,3838
-47061,-22906,Campinas,SP,3881
-46784,-23206,Campo Limpo Paulista,SP,4268
-45591,-22739,Campos do Jordão,SP,8768
-50003,-22603,Campos Novos Paulista,SP,1458
-47927,-25015,Cananéia,SP,1336
-45055,-22704,Canas,SP,4272
-50387,-22746,Cândido Mota,SP,7586
-48631,-21325,Cândido Rodrigues,SP,9888
-49783,-23006,Canitar,SP,5437
-48349,-24006,Capão Bonito,SP,9472
-47735,-23471,Capela do Alto,SP,1020
-47508,-22995,Capivari,SP,9620
-45413,-23.62,Caraguatatuba,SP,2250
-46836,-23523,Carapicuíba,SP,4890
-49914,-20082,Cardoso,SP,9208
-47086,-21774,Casa Branca,SP,9
-47.17,-21283,Cássia dos Coqueiros,SP,56
-51488,-20872,Castilho,SP,5221
-48973,-21138,Catanduva,SP,2622
-49058,-21049,Catiguá,SP,6920
-49268,-20903,Cedral,SP,8694
-49166,-23036,Cerqueira César,SP,5441
-47744,-23165,Cerquilho,SP,1406
-47953,-23227,Cesário Lange,SP,9463
-47778,-22.51,Charqueada,SP,6021
-49709,-23039,Chavantes,SP,7476
-50449,-21.56,Clementina,SP,1130
-48541,-20713,Colina,SP,1244
-48689,-20176,Colômbia,SP,6512
-47173,-22.33,Conchal,SP,1394
-48011,-23015,Conchas,SP,7160
-47457,-22482,Cordeirópolis,SP,6347
-50281,-21352,Coroados,SP,4216
-49314,-23631,Coronel Macedo,SP,9808
-47626,-22.22,Corumbataí,SP,9474
-47196,-22646,Cosmópolis,SP,5147
-49778,-20478,Cosmorama,SP,7582
-46919,-23604,Cotia,SP,1252
-47729,-21.34,Cravinhos,SP,2500
-47.42,-20397,Cristais Paulista,SP,7596
-50794,-22736,Cruzália,SP,2393
-44963,-22576,Cruzeiro,SP,6421
-46425,-23895,Cubatão,SP,3382
-44.96,-23074,Cunha,SP,8581
-47619,-21904,Descalvado,SP,1290
-46623,-23686,Diadema,SP,3333
-50606,-20466,Dirce Reis,SP,3727
-46739,-21661,Divinolândia,SP,374
-48394,-21517,Dobrada,SP,9904
-48.38,-22366,Dois Córregos,SP,8021
-50513,-20123,Dolcinópolis,SP,6715
-48318,-22.1,Dourado,SP,31
-51533,-21483,Dracena,SP,5132
-49404,-22414,Duartina,SP,439
-47973,-21236,Dumont,SP,6649
-50201,-22429,Echaporã,SP,7430
-48108,-24.52,Eldorado,SP,2163
-47374,-23043,Elias Fausto,SP,3815
-49112,-21166,Elisiário,SP,7017
-48836,-20983,Embaúba,SP,8514
-46852,-23649,Embu,SP,8668
-46811,-23832,Embu-Guaçu,SP,7813
-51483,-21833,Emilianópolis,SP,1021
-47215,-22488,Engenheiro Coelho,SP,8372
-46741,-22191,Espírito Santo do Pinhal,SP,5988
-49.43,-22692,Espírito Santo do Turvo,SP,2598
-46945,-22271,Estiva Gerbi,SP,7431
-50401,-20288,Estrela d'Oeste,SP,5288
-51.66,-22488,Estrela do Norte,SP,9378
-52.59,-22561,Euclides da Cunha Paulista,SP,1247
-49.51,-23388,Fartura,SP,1790
-48685,-21264,Fernando Prestes,SP,1762
-50246,-20284,Fernandópolis,SP,9927
-49521,-22359,Fernão,SP,4615
-46369,-23541,Ferraz de Vasconcelos,SP,1864
-51384,-21676,Flora Rica,SP,3087
-50145,-20677,Floreal,SP,5954
-51174,-21615,Flórida Paulista,SP,2351
-50738,-22903,Florínia,SP,5341
-47401,-20539,Franca,SP,488
-46745,-23282,Francisco Morato,SP,1149
-46727,-23322,Franco da Rocha,SP,8805
-50555,-21531,Gabriel Monteiro,SP,7951
-49553,-22291,Gália,SP,7275
-49656,-22211,Garça,SP,7443
-50187,-20799,Gastão Vidigal,SP,9552
-48495,-21839,Gavião Peixoto,SP,1942
-50361,-20648,General Salgado,SP,9252
-49929,-21799,Getulina,SP,2088
-50211,-21384,Glicério,SP,2410
-49799,-21622,Guaiçara,SP,5070
-49897,-21.91,Guaimbê,SP,8060
-48311,-20318,Guaíra,SP,1334
-49.22,-20795,Guapiaçu,SP,6357
-48533,-24185,Guapiara,SP,7460
-47824,-20428,Guará,SP,4798
-51207,-21028,Guaraçaí,SP,3750
-48945,-20499,Guaraci,SP,2537
-50339,-20075,Guarani d'Oeste,SP,8839
-49.59,-21895,Guarantã,SP,8395
-50643,-21261,Guararapes,SP,7476
-46035,-23415,Guararema,SP,8987
-45193,-22816,Guaratinguetá,SP,4641
-48184,-23373,Guareí,SP,1409
-48228,-21.36,Guariba,SP,8260
-46256,-23993,Guarujá,SP,1784
-46533,-23463,Guarulhos,SP,7406
-48038,-21497,Guatapará,SP,893
-50662,-20.65,Guzolândia,SP,3255
-50385,-22004,Herculândia,SP,9447
-47056,-22633,Holambra,SP,4827
-47.22,-22858,Hortolândia,SP,2972
-49025,-21.89,Iacanga,SP,4515
-50689,-21858,Iacri,SP,6953
-49163,-22871,Iaras,SP,4647
-47997,-21955,Ibaté,SP,39
-49241,-21.08,Ibirá,SP,1314
-50073,-22818,Ibirarema,SP,2758
-48829,-21758,Ibitinga,SP,9205
-47223,-23656,Ibiúna,SP,7862
-49195,-20342,Icém,SP,5366
-51076,-22661,Iepê,SP,3475
-48558,-22509,Igaraçu do Tietê,SP,3490
-47747,-20038,Igarapava,SP,7311
-46156,-23204,Igaratá,SP,1914
-47555,-24708,Iguape,SP,7000
-47.54,-24741,Ilha Comprida,SP,3573
-51343,-20433,Ilha Solteira,SP,6947
-45358,-23778,Ilhabela,SP,168
-47218,-23.09,Indaiatuba,SP,2402
-51252,-22174,Indiana,SP,3058
-50.29,-19.98,Indiaporã,SP,6290
-50962,-21.77,Inúbia Paulista,SP,4780
-49626,-23057,Ipaussu,SP,205
-47689,-23.35,Iperó,SP,6206
-47719,-22436,Ipeúna,SP,2994
-49387,-20657,Ipiguá,SP,6376
-48593,-24586,Iporanga,SP,6582
-48012,-20438,Ipuã,SP,3749
-47519,-22581,Iracemápolis,SP,1106
-49409,-21279,Irapuã,SP,6284
-51345,-21571,Irapuru,SP,6837
-49137,-23862,Itaberá,SP,4879
-49091,-23418,Itaí,SP,7953
-49054,-21318,Itajobi,SP,9134
-48805,-21981,Itaju,SP,5899
-46789,-24183,Itanhaém,SP,7824
-48843,-24.64,Itaóca,SP,3998
-46849,-23717,Itapecerica da Serra,SP,4920
-48053,-23592,Itapetininga,SP,5844
-48876,-23982,Itapeva,SP,5048
-46934,-23549,Itapevi,SP,4486
-46822,-22436,Itapira,SP,9483
-49168,-24574,Itapirapuã Paulista,SP,6226
-48813,-21596,Itápolis,SP,2243
-49.49,-23708,Itaporanga,SP,9955
-48719,-22233,Itapuí,SP,5320
-51509,-20646,Itapura,SP,4041
-46348,-23486,Itaquaquecetuba,SP,7376
-49341,-24115,Itararé,SP,9955
-47174,-24289,Itariri,SP,89
-46839,-23006,Itatiba,SP,6890
-48616,-23102,Itatinga,SP,8814
-47823,-22253,Itirapina,SP,3153
-47219,-20641,Itirapuã,SP,5699
-46975,-21737,Itobi,SP,5287
-47299,-23264,Itu,SP,3718
-47058,-23153,Itupeva,SP,6195
-47781,-20339,Ituverava,SP,1652
-48413,-20688,Jaborandi,SP,335
-48322,-21255,Jaboticabal,SP,750
-45966,-23305,Jacareí,SP,4770
-49.57,-20882,Jaci,SP,8879
-48002,-24693,Jacupiranga,SP,7724
-46986,-22706,Jaguariúna,SP,8996
-50546,-20269,Jales,SP,4623
-45688,-23254,Jambeiro,SP,1341
-46903,-23528,Jandira,SP,909
-47764,-21018,Jardinópolis,SP,9169
-46728,-23101,Jarinu,SP,3944
-48558,-22296,Jaú,SP,9733
-47589,-20311,Jeriquara,SP,2861
-46276,-22.93,Joanópolis,SP,7737
-50768,-22.25,João Ramalho,SP,7795
-49688,-21053,José Bonifácio,SP,4542
-49787,-22009,Júlio Mesquita,SP,6120
-47784,-23087,Jumirim,SP,4824
-46884,-23186,Jundiaí,SP,1330
-51434,-21515,Junqueirópolis,SP,6882
-47635,-24321,Juquiá,SP,8154
-47068,-23932,Juquitiba,SP,7716
-45.19,-23091,Lagoinha,SP,905
-47837,-23.05,Laranjal Paulista,SP,2416
-51.04,-21168,Lavínia,SP,837
-44902,-22571,Lavrinhas,SP,2701
-47.39,-22186,Leme,SP,9705
-48.8,-22599,Lençóis Paulista,SP,9904
-47402,-22565,Limeira,SP,5274
-46.65,-22523,Lindóia,SP,2129
-49743,-21679,Lins,SP,9347
-45125,-22731,Lorena,SP,5771
-50224,-20967,Lourdes,SP,7309
-46951,-23086,Louveira,SP,6639
-51019,-21.72,Lucélia,SP,4903
-49523,-22431,Lucianópolis,SP,847
-47704,-21555,Luís Antônio,SP,2648
-50327,-21676,Luiziânia,SP,1841
-49817,-22415,Lupércio,SP,8283
-50392,-22.34,Lutécia,SP,9104
-48711,-22502,Macatuba,SP,7867
-49964,-20806,Macaubal,SP,8945
-50194,-20146,Macedônia,SP,7692
-50226,-20644,Magda,SP,6673
-47183,-23546,Mairinque,SP,9639
-46587,-23319,Mairiporã,SP,6848
-49322,-23003,Manduri,SP,9316
-51963,-22108,Marabá Paulista,SP,5786
-50667,-22611,Maracaí,SP,8334
-49129,-21259,Marapoama,SP,4007
-51181,-21799,Mariápolis,SP,8232
-49946,-22214,Marília,SP,7760
-50823,-20441,Marinópolis,SP,2183
-51171,-22146,Martinópolis,SP,4738
-48366,-21603,Matão,SP,3747
-46461,-23668,Mauá,SP,7454
-49581,-21167,Mendonça,SP,7988
-50173,-20359,Meridiano,SP,6424
-50638,-19966,Mesópolis,SP,543
-48032,-20179,Miguelópolis,SP,7237
-48451,-22409,Mineiros do Tietê,SP,6980
-50137,-19979,Mira Estrela,SP,4104
-47.46,-24281,Miracatu,SP,7389
-51102,-21134,Mirandópolis,SP,1124
-51906,-22292,Mirante do Paranapanema,SP,982
-49521,-20819,Mirassol,SP,5031
-49464,-20617,Mirassolândia,SP,5780
-47005,-21468,Mococa,SP,2491
-46942,-22372,Mogi Guaçu,SP,9411
-46188,-23523,Moji das Cruzes,SP,1158
-46958,-22432,Moji-Mirim,SP,9853
-47566,-22929,Mombuca,SP,5492
-50092,-20.85,Monções,SP,5820
-46629,-24087,Mongaguá,SP,8858
-46681,-22682,Monte Alegre do Sul,SP,1114
-48496,-21261,Monte Alto,SP,6401
-49714,-20773,Monte Aprazível,SP,6641
-48641,-20907,Monte Azul Paulista,SP,7936
-51569,-21299,Monte Castelo,SP,6015
-47316,-22947,Monte Mor,SP,9423
-45.84,-22957,Monteiro Lobato,SP,1191
-48058,-20731,Morro Agudo,SP,4398
-46792,-22.88,Morungaba,SP,3904
-48151,-21508,Motuca,SP,4775
-51278,-20993,Murutinga do Sul,SP,906
-51237,-22621,Nantes,SP,4642
-51524,-22407,Narandiba,SP,3517
-45442,-23376,Natividade da Serra,SP,5347
-46395,-23181,Nazaré Paulista,SP,1904
-49.63,-20846,Neves Paulista,SP,262
-50038,-20694,Nhandeara,SP,9112
-49778,-20913,Nipoã,SP,5752
-49496,-21016,Nova Aliança,SP,9501
-48904,-24121,Nova Campina,SP,3150
-50949,-20386,Nova Canaã Paulista,SP,1942
-50343,-20763,Nova Castilho,SP,3736
-48561,-21778,Nova Europa,SP,8636
-49314,-20534,Nova Granada,SP,6612
-51644,-21334,Nova Guataporanga,SP,5183
-51.49,-21104,Nova Independência,SP,184
-50262,-20856,Nova Luzitânia,SP,335
-47296,-22778,Nova Odessa,SP,9816
-48919,-20992,Novais,SP,6399
-49221,-21468,Novo Horizonte,SP,7987
-47731,-20731,Nuporanga,SP,9157
-49923,-22439,Ocauçu,SP,4669
-49342,-22941,Óleo,SP,4948
-48915,-20737,Olímpia,SP,4898
-49295,-20.6,Onda Verde,SP,4363
-50091,-22153,Oriente,SP,2488
-49351,-20182,Orindiúva,SP,9332
-47887,-20.72,Orlândia,SP,6165
-46792,-23533,Osasco,SP,6770
-50281,-22318,Oscar Bressane,SP,1498
-50879,-21797,Osvaldo Cruz,SP,4785
-49871,-22979,Ourinhos,SP,2546
-51.7,-21489,Ouro Verde,SP,9214
-50372,-20001,Ouroeste,SP,7445
-51261,-21562,Pacaembu,SP,7273
-49433,-20.39,Palestina,SP,7317
-48801,-21083,Palmares Paulista,SP,6650
-50762,-20416,Palmeira d'Oeste,SP,7707
-50218,-22789,Palmital,SP,3725
-51.86,-21356,Panorama,SP,8328
-50576,-22413,Paraguaçu Paulista,SP,4468
-45662,-23386,Paraibuna,SP,9445
-48774,-21016,Paraíso,SP,9264
-48723,-23389,Paranapanema,SP,6475
-50586,-20103,Paranapuã,SP,6769
-50793,-21783,Parapuã,SP,4581
-48374,-23081,Pardinho,SP,3583
-47881,-24715,Pariquera-Açu,SP,2137
-50015,-20304,Parisi,SP,8466
-47282,-20639,Patrocínio Paulista,SP,4102
-51831,-21318,Paulicéia,SP,9117
-47154,-22761,Paulínia,SP,7546
-49403,-22578,Paulistânia,SP,1373
-49383,-20031,Paulo de Faria,SP,8621
-48775,-22352,Pederneiras,SP,5660
-46443,-22793,Pedra Bela,SP,6496
-50.11,-20248,Pedranópolis,SP,4869
-47477,-20257,Pedregulho,SP,5447
-46901,-22742,Pedreira,SP,3573
-50794,-22815,Pedrinhas Paulista,SP,5946
-47233,-24275,Pedro de Toledo,SP,9253
-50078,-21.42,Penápolis,SP,2757
-51109,-20638,Pereira Barreto,SP,5833
-47976,-23076,Pereiras,SP,4603
-46998,-24.32,Peruíbe,SP,4295
-50599,-21592,Piacatu,SP,1795
-47428,-23712,Piedade,SP,8759
-47716,-23813,Pilar do Sul,SP,5791
-45462,-22924,Pindamonhangaba,SP,3646
-48907,-21186,Pindorama,SP,6752
-46591,-22779,Pinhalzinho,SP,4227
-51729,-21868,Piquerobi,SP,350
-45176,-22614,Piquete,SP,1668
-46358,-23054,Piracaia,SP,1755
-47649,-22725,Piracicaba,SP,738
-49384,-23194,Piraju,SP,6620
-49457,-21999,Pirajuí,SP,2488
-48658,-21091,Pirangi,SP,5432
-47002,-23397,Pirapora do Bom Jesus,SP,5158
-51.5,-22275,Pirapozinho,SP,5300
-47426,-21996,Pirassununga,SP,5211
-49135,-22413,Piratininga,SP,7417
-48222,-21009,Pitangueiras,SP,8804
-49929,-21034,Planalto,SP,336
-50204,-22638,Platina,SP,2014
-46345,-23528,Poá,SP,745
-49824,-20785,Poloni,SP,7618
-50172,-22109,Pompéia,SP,9268
-49367,-21736,Pongaí,SP,9642
-48037,-21023,Pontal,SP,3027
-50523,-20441,Pontalinda,SP,7763
-49703,-20167,Pontes Gestal,SP,1890
-50538,-19954,Populina,SP,4937
-48125,-23176,Porangaba,SP,3407
-47524,-23215,Porto Feliz,SP,2887
-47479,-21854,Porto Ferreira,SP,2373
-45251,-22843,Potim,SP,9951
-49377,-21043,Potirendaba,SP,512
-51087,-21851,Pracinha,SP,8522
-48066,-21359,Pradópolis,SP,9635
-46403,-24006,Praia Grande,SP,3737
-48666,-22808,Pratânia,SP,4955
-49438,-22.1,Presidente Alves,SP,5980
-51553,-22006,Presidente Bernardes,SP,6540
-52116,-21763,Presidente Epitácio,SP,9692
-51389,-22126,Presidente Prudente,SP,5832
-51844,-21876,Presidente Venceslau,SP,3667
-49858,-21537,Promissão,SP,6405
-48055,-23299,Quadra,SP,2235
-50698,-22248,Quatá,SP,3012
-50.24,-21799,Queiroz,SP,1959
-44774,-22537,Queluz,SP,6061
-50308,-22073,Quintana,SP,5515
-47527,-23012,Rafard,SP,708
-50893,-22229,Rancharia,SP,9424
-45537,-23267,Redenção da Serra,SP,8085
-51303,-22221,Regente Feijó,SP,4937
-49225,-21888,Reginópolis,SP,6755
-47844,-24488,Registro,SP,7340
-47483,-20603,Restinga,SP,8481
-49009,-24657,Ribeira,SP,3553
-48176,-22067,Ribeirão Bonito,SP,6182
-48766,-24221,Ribeirão Branco,SP,5558
-47.59,-20457,Ribeirão Corrente,SP,1369
-49934,-22784,Ribeirão do Sul,SP,6512
-51604,-21837,Ribeirão dos Índios,SP,5981
-48365,-24099,Ribeirão Grande,SP,9090
-46413,-23711,Ribeirão Pires,SP,6672
-47.81,-21178,Ribeirão Preto,SP,1626
-47421,-20081,Rifaina,SP,8679
-48071,-21587,Rincão,SP,9305
-50722,-21726,Rinópolis,SP,5745
-47561,-22411,Rio Claro,SP,7227
-47606,-22843,Rio das Pedras,SP,117
-46398,-23744,Rio Grande da Serra,SP,8502
-49681,-19.99,Riolândia,SP,2954
-49429,-23828,Riversul,SP,6772
-53059,-22.58,Rosana,SP,4406
-45305,-22898,Roseira,SP,3105
-50727,-21301,Rubiácea,SP,5736
-51002,-20179,Rubinéia,SP,4527
-49578,-21.46,Sabino,SP,7381
-50956,-21884,Sagres,SP,6586
-49485,-21341,Sales,SP,2638
-47838,-20772,Sales Oliveira,SP,1243
-45846,-23532,Salesópolis,SP,6071
-50861,-21624,Salmourão,SP,118
-47677,-22847,Saltinho,SP,5777
-47287,-23201,Salto,SP,6339
-47573,-23649,Salto de Pirapora,SP,1322
-49986,-22893,Salto Grande,SP,5137
-51763,-22456,Sandovalina,SP,1660
-48804,-21243,Santa Adélia,SP,5520
-50728,-20032,Santa Albertina,SP,8752
-47414,-22754,Santa Bárbara d'Oeste,SP,8295
-45884,-23397,Santa Branca,SP,417
-50954,-20089,Santa Clara d'Oeste,SP,5669
-47452,-22.14,Santa Cruz da Conceição,SP,2342
-47.43,-21291,Santa Cruz da Esperança,SP,5194
-47249,-21827,Santa Cruz das Palmeiras,SP,9435
-49633,-22899,Santa Cruz do Rio Pardo,SP,3240
-48391,-21463,Santa Ernestina,SP,862
-50926,-20211,Santa Fé do Sul,SP,5739
-47.53,-22457,Santa Gertrudes,SP,1268
-46221,-23316,Santa Isabel,SP,982
-48084,-21685,Santa Lúcia,SP,4049
-48161,-22567,Santa Maria da Serra,SP,9531
-51755,-21351,Santa Mercedes,SP,1523
-50833,-20143,Santa Rita d'Oeste,SP,8767
-47478,-21.71,Santa Rita do Passa Quatro,SP,6035
-47363,-21473,Santa Rosa de Viterbo,SP,186
-50688,-20245,Santa Salete,SP,1242
-50797,-20253,Santana da Ponte Pensa,SP,1727
-46918,-23444,Santana de Parnaíba,SP,7452
-51652,-21977,Santo Anastácio,SP,540
-46538,-23664,Santo André,SP,8807
-47151,-21087,Santo Antônio da Alegria,SP,6577
-46919,-22606,Santo Antônio de Posse,SP,4025
-50496,-20937,Santo Antônio do Aracanguá,SP,141
-46.68,-22116,Santo Antônio do Jardim,SP,1614
-45663,-22827,Santo Antônio do Pinhal,SP,316
-51392,-21851,Santo Expedito,SP,927
-50.5,-21638,Santópolis do Aguapeí,SP,6673
-46334,-23961,Santos,SP,1978
-45731,-22689,São Bento do Sapucaí,SP,5462
-46565,-23694,São Bernardo do Campo,SP,4206
-46551,-23623,São Caetano do Sul,SP,1141
-47891,-22018,São Carlos,SP,6814
-50697,-20359,São Francisco,SP,7932
-46798,-21969,São João da Boa Vista,SP,185
-50378,-20389,São João das Duas Pontes,SP,908
-50352,-20513,São João de Iracema,SP,3791
-51666,-21268,São João do Pau d'Alho,SP,126
-47855,-20581,São Joaquim da Barra,SP,6819
-47.64,-20593,São José da Bela Vista,SP,6606
-44578,-22645,São José do Barreiro,SP,1637
-46889,-21596,São José do Rio Pardo,SP,2415
-49379,-20.82,São José do Rio Preto,SP,11
-45887,-23179,São José dos Campos,SP,4130
-46943,-23853,São Lourenço da Serra,SP,314
-45.31,-23222,São Luís do Paraitinga,SP,4592
-48571,-22731,São Manuel,SP,9268
-47997,-23878,São Miguel Arcanjo,SP,2608
-46636,-23548,São Paulo,SP,5070
-47914,-22549,São Pedro,SP,1175
-49.74,-22747,São Pedro do Turvo,SP,4252
-47135,-23529,São Roque,SP,6349
-45.41,-23.76,São Sebastião,SP,1775
-46821,-21711,São Sebastião da Grama,SP,9073
-47551,-21479,São Simão,SP,2076
-46392,-23963,São Vicente,SP,3929
-47825,-23641,Sarapuí,SP,6982
-49.48,-23273,Sarutaiá,SP,9580
-49921,-20655,Sebastianópolis do Sul,SP,1418
-47566,-21311,Serra Azul,SP,4353
-46701,-22612,Serra Negra,SP,1712
-47596,-21211,Serrana,SP,9072
-47.99,-21138,Sertãozinho,SP,857
-47926,-24388,Sete Barras,SP,5906
-48803,-20809,Severínia,SP,8872
-44853,-22664,Silveiras,SP,6920
-46529,-22591,Socorro,SP,1588
-47458,-23502,Sorocaba,SP,8575
-50924,-20691,Sud Mennucci,SP,3373
-47267,-22822,Sumaré,SP,1592
-51025,-20501,Suzanápolis,SP,3377
-46311,-23543,Suzano,SP,5653
-49032,-20964,Tabapuã,SP,9298
-48688,-21717,Tabatinga,SP,3896
-46753,-23602,Taboão da Serra,SP,4675
-51285,-22.39,Taciba,SP,5890
-49409,-23452,Taguaí,SP,5936
-48513,-21144,Taiaçu,SP,1167
-48452,-21124,Taiúva,SP,2500
-47274,-21705,Tambaú,SP,6159
-49649,-20626,Tanabi,SP,2124
-47507,-23964,Tapiraí,SP,3035
-46749,-21468,Tapiratiba,SP,9770
-48.41,-21072,Taquaral,SP,7534
-48505,-21406,Taquaritinga,SP,3653
-49244,-23533,Taquarituba,SP,1886
-48693,-23924,Taquarivaí,SP,9590
-51559,-22303,Tarabai,SP,2741
-50577,-22747,Tarumã,SP,637
-47857,-23356,Tatuí,SP,5030
-45555,-23026,Taubaté,SP,8294
-49376,-23343,Tejupá,SP,1672
-52168,-22533,Teodoro Sampaio,SP,3116
-48.33,-20789,Terra Roxa,SP,330
-47715,-23102,Tietê,SP,6115
-49607,-23205,Timburi,SP,412
-48195,-23244,Torre de Pedra,SP,9144
-48169,-22426,Torrinha,SP,9129
-48336,-22042,Trabiju,SP,3791
-45549,-22958,Tremembé,SP,7325
-50.89,-20235,Três Fronteiras,SP,895
-46694,-22816,Tuiuti,SP,1438
-50514,-21935,Tupã,SP,5306
-51571,-21381,Tupi Paulista,SP,9291
-50108,-20933,Turiúba,SP,5317
-50476,-20052,Turmalina,SP,8075
-49718,-21166,Ubarana,SP,524
-45071,-23434,Ubatuba,SP,1114
-49663,-22527,Ubirajara,SP,1283
-49175,-20953,Uchoa,SP,6829
-49897,-20887,União Paulista,SP,2403
-50643,-20246,Urânia,SP,4977
-49281,-21784,Uru,SP,6669
-49.29,-21202,Urupês,SP,4555
-50088,-20422,Valentim Gentil,SP,7998
-46996,-22971,Valinhos,SP,1770
-50868,-21228,Valparaíso,SP,270
-46414,-22889,Vargem,SP,8116
-46894,-21832,Vargem Grande do Sul,SP,2521
-47026,-23603,Vargem Grande Paulista,SP,6320
-46828,-23211,Várzea Paulista,SP,4602
-49819,-22.22,Vera Cruz,SP,7473
-46975,-23.03,Vinhedo,SP,8232
-48297,-20873,Viradouro,SP,3211
-48629,-21171,Vista Alegre do Alto,SP,5668
-50484,-20197,Vitória Brasil,SP,9120
-47438,-23547,Votorantim,SP,7324
-49973,-20423,Votuporanga,SP,3975
-50051,-21052,Zacarias,SP,2139
-49151,-9621,Abreulândia,TO,2052
-47466,-6563,Aguiarnópolis,TO,5058
-48936,-11306,Aliança do Tocantins,TO,6563
-47.17,-11574,Almas,TO,4313
-49125,-12.48,Alvorada,TO,5495
-48073,-6366,Ananás,TO,8276
-47865,-6.39,Angico,TO,1494
-47972,-9952,Aparecida do Rio Negro,TO,2602
-48528,-7162,Aragominas,TO,5021
-49556,-8804,Araguacema,TO,1115
-49826,-12931,Araguaçu,TO,8543
-48207,-7191,Araguaína,TO,5395
-48644,-6581,Araguanã,TO,5885
-48124,-5651,Araguatins,TO,1858
-49064,-7658,Arapoema,TO,3168
-46938,-12931,Arraias,TO,8579
-47888,-5466,Augustinópolis,TO,39
-46408,-12713,Aurora do Tocantins,TO,8078
-47769,-5617,Axixá do Tocantins,TO,8450
-47757,-7205,Babaçulândia,TO,7466
-48584,-7756,Bandeirantes do Tocantins,TO,6276
-47683,-7689,Barra do Ouro,TO,390
-48725,-9836,Barrolândia,TO,6227
-48888,-7874,Bernardo Sayão,TO,633
-48166,-8965,Bom Jesus do Tocantins,TO,4156
-48481,-8388,Brasilândia do Tocantins,TO,7858
-48566,-11,Brejinho de Nazaré,TO,6243
-48229,-5316,Buriti do Tocantins,TO,4360
-47922,-6122,Cachoeirinha,TO,4843
-46868,-7994,Campos Lindos,TO,4030
-49161,-11891,Cariri do Tocantins,TO,3037
-48396,-7033,Carmolândia,TO,7803
-48035,-5322,Carrasco Bonito,TO,1004
-49956,-9278,Caseara,TO,40
-47336,-8951,Centenário,TO,5727
-47751,-11617,Chapada da Natividade,TO,7890
-49.14,-10144,Chapada de Areia,TO,674
-48475,-8059,Colinas do Tocantins,TO,4389
-48765,-8729,Colméia,TO,6029
-46539,-12792,Combinado,TO,4421
-47298,-12219,Conceição do Tocantins,TO,6498
-49247,-8284,Couto de Magalhães,TO,7404
-49193,-10.6,Cristalândia,TO,3553
-48919,-11.1,Crixás do Tocantins,TO,1026
-47.76,-6713,Darcinópolis,TO,2619
-46821,-11628,Dianópolis,TO,3409
-49214,-9.8,Divinópolis do Tocantins,TO,2136
-49064,-9258,Dois Irmãos do Tocantins,TO,8426
-49271,-11344,Dueré,TO,6418
-48511,-5343,Esperantina,TO,6491
-48907,-10761,Fátima,TO,651
-49174,-12131,Figueirópolis,TO,9866
-47.49,-7336,Filadélfia,TO,512
-49529,-11797,Formoso do Araguaia,TO,9295
-48519,-9057,Fortaleza do Tabocão,TO,5073
-48932,-8776,Goianorte,TO,6436
-47314,-7.71,Goiatins,TO,4816
-48.51,-8834,Guaraí,TO,725
-49069,-11729,Gurupi,TO,7973
-48463,-11239,Ipueiras,TO,8928
-47768,-8392,Itacajá,TO,7146
-47481,-5768,Itaguatins,TO,1724
-48111,-8384,Itapiratins,TO,6584
-48689,-8571,Itaporã do Tocantins,TO,6101
-48594,-12654,Jaú do Tocantins,TO,9084
-49065,-8119,Juarina,TO,1108
-49624,-10794,Lagoa da Confusão,TO,9411
-47551,-10378,Lagoa do Tocantins,TO,9632
-48358,-9751,Lajeado,TO,9618
-46506,-12789,Lavandeira,TO,997
-46673,-9594,Lizarda,TO,7595
-47856,-6182,Luzinópolis,TO,6914
-49654,-9796,Marianópolis do Tocantins,TO,659
-46421,-10548,Mateiros,TO,7055
-47506,-5953,Maurilândia do Tocantins,TO,3354
-48392,-9567,Miracema do Tocantins,TO,6490
-48.59,-9529,Miranorte,TO,6136
-48109,-10763,Monte do Carmo,TO,5931
-48995,-10004,Monte Santo do Tocantins,TO,6665
-48611,-7147,Muricilândia,TO,4684
-47723,-11.71,Natividade,TO,2845
-47664,-6372,Nazaré,TO,8055
-48423,-7632,Nova Olinda,TO,8636
-48914,-10567,Nova Rosalândia,TO,9047
-47677,-9963,Novo Acordo,TO,7467
-46574,-12931,Novo Alegre,TO,8860
-46628,-11824,Novo Jardim,TO,3755
-48907,-10708,Oliveira de Fátima,TO,4178
-48333,-10167,Palmas,TO,2694
-47926,-7.86,Palmeirante,TO,9258
-47546,-6613,Palmeiras do Tocantins,TO,5599
-48402,-13044,Palmeirópolis,TO,1091
-48867,-10176,Paraíso do Tocantins,TO,1056
